# === Session metadata ===
# consent_name: Ahmad
# consent_ts: 2025-10-29 12:59:28.462913  UTC
# os: Windows
# username: ahmad
# app_version: EthicalKeystrokeViewer v3
# duration_sec: 210
# events_count: 226
# saved_at: 2025-10-29 13:02:46.183078  UTC
# ========================
timestamp,type,key,keysym,char,printable,note
2025-10-29 12:59:33.574890  UTC,KEY,[REDACTED],7,,False,AUTO-REDACTED
2025-10-29 12:59:33.665263  UTC,KEY,[REDACTED],t,,False,AUTO-REDACTED
2025-10-29 12:59:33.754430  UTC,KEY,[REDACTED],8,,False,AUTO-REDACTED
2025-10-29 12:59:33.812203  UTC,KEY,[REDACTED],7,,False,AUTO-REDACTED
2025-10-29 12:59:34.004928  UTC,KEY,[REDACTED],7,,False,AUTO-REDACTED
2025-10-29 12:59:34.177620  UTC,KEY,[REDACTED],e,,False,AUTO-REDACTED
2025-10-29 12:59:34.282922  UTC,KEY,[REDACTED],7,,False,AUTO-REDACTED
2025-10-29 12:59:34.353242  UTC,KEY,[REDACTED],space,,False,AUTO-REDACTED
2025-10-29 12:59:34.430416  UTC,KEY,[REDACTED],f,,False,AUTO-REDACTED
2025-10-29 12:59:34.609187  UTC,KEY,j,j,j,True,
2025-10-29 12:59:34.615182  UTC,KEY,h,h,h,True,
2025-10-29 12:59:34.694910  UTC,KEY,v,v,v,True,
2025-10-29 12:59:34.774157  UTC,KEY,j,j,j,True,
2025-10-29 12:59:34.779154  UTC,KEY,h,h,h,True,
2025-10-29 12:59:34.886425  UTC,KEY,j,j,j,True,
2025-10-29 12:59:34.907053  UTC,KEY,v,v,v,True,
2025-10-29 12:59:35.031106  UTC,KEY,v,v,v,True,
2025-10-29 12:59:35.048106  UTC,KEY,j,j,j,True,
2025-10-29 12:59:35.111732  UTC,KEY,h,h,h,True,
2025-10-29 12:59:35.215286  UTC,KEY,v,v,v,True,
2025-10-29 12:59:35.476153  UTC,KEY,7,7,7,True,
2025-10-29 12:59:35.591598  UTC,KEY,[REDACTED],t,,False,AUTO-REDACTED
2025-10-29 12:59:35.726297  UTC,KEY,[REDACTED],o,,False,AUTO-REDACTED
2025-10-29 12:59:35.786356  UTC,KEY,[REDACTED],6,,False,AUTO-REDACTED
2025-10-29 12:59:35.846731  UTC,KEY,[REDACTED],r,,False,AUTO-REDACTED
2025-10-29 12:59:36.004358  UTC,KEY,[REDACTED],5,,False,AUTO-REDACTED
2025-10-29 12:59:36.068386  UTC,KEY,[REDACTED],7,,False,AUTO-REDACTED
2025-10-29 12:59:36.158828  UTC,KEY,[REDACTED],4,,False,AUTO-REDACTED
2025-10-29 12:59:36.308622  UTC,KEY,[REDACTED],7,,False,AUTO-REDACTED
2025-10-29 12:59:36.313616  UTC,KEY,[REDACTED],6,,False,AUTO-REDACTED
2025-10-29 12:59:36.535170  UTC,KEY,[REDACTED],i,,False,AUTO-REDACTED
2025-10-29 12:59:36.704804  UTC,KEY,[REDACTED],space,,False,AUTO-REDACTED
2025-10-29 12:59:36.794895  UTC,KEY,[REDACTED],o,,False,AUTO-REDACTED
2025-10-29 12:59:36.919052  UTC,KEY,8,8,8,True,
2025-10-29 12:59:36.937328  UTC,KEY,y,y,y,True,
2025-10-29 12:59:37.132502  UTC,KEY,8,8,8,True,
2025-10-29 12:59:37.180548  UTC,KEY,7,7,7,True,
2025-10-29 12:59:37.343661  UTC,KEY,6,6,6,True,
2025-10-29 12:59:37.458659  UTC,KEY,[REDACTED],8,,False,AUTO-REDACTED
2025-10-29 12:59:37.615744  UTC,KEY,[REDACTED],5,,False,AUTO-REDACTED
2025-10-29 12:59:37.663917  UTC,KEY,[REDACTED],r,,False,AUTO-REDACTED
2025-10-29 12:59:37.685741  UTC,KEY,[REDACTED],space,,False,AUTO-REDACTED
2025-10-29 12:59:37.755417  UTC,KEY,[REDACTED],7,,False,AUTO-REDACTED
2025-10-29 12:59:37.758431  UTC,KEY,6,6,6,True,
2025-10-29 12:59:37.887351  UTC,KEY,r,r,r,True,
2025-10-29 12:59:38.007347  UTC,KEY,7,7,7,True,
2025-10-29 12:59:38.012452  UTC,KEY,5,5,5,True,
2025-10-29 12:59:38.176125  UTC,KEY, ,space, ,True,
2025-10-29 12:59:38.180124  UTC,KEY,e,e,e,True,
2025-10-29 12:59:38.495882  UTC,KEY, ,space, ,True,
2025-10-29 12:59:38.575870  UTC,KEY,m,m,m,True,
2025-10-29 12:59:38.720041  UTC,KEY,b,b,b,True,
2025-10-29 12:59:38.753373  UTC,KEY,b,b,b,True,
2025-10-29 12:59:38.907254  UTC,KEY, ,space, ,True,
2025-10-29 12:59:38.982971  UTC,KEY,u,u,u,True,
2025-10-29 12:59:39.001971  UTC,KEY,6,6,6,True,
2025-10-29 12:59:39.051419  UTC,KEY,5,5,5,True,
2025-10-29 12:59:43.716649  UTC,KEY,[MASKED],n,,False,MANUAL-MASK
2025-10-29 12:59:43.819349  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:43.858251  UTC,KEY,[MASKED],b,,False,MANUAL-MASK
2025-10-29 12:59:44.084685  UTC,KEY,[MASKED],y,,False,MANUAL-MASK
2025-10-29 12:59:44.089766  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:44.193591  UTC,KEY,[MASKED],t,,False,MANUAL-MASK
2025-10-29 12:59:44.310547  UTC,KEY,[MASKED],8,,False,MANUAL-MASK
2025-10-29 12:59:44.340091  UTC,KEY,[MASKED],6,,False,MANUAL-MASK
2025-10-29 12:59:44.516137  UTC,KEY,[MASKED],5,,False,MANUAL-MASK
2025-10-29 12:59:44.601245  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:44.631747  UTC,KEY,[MASKED],7,,False,MANUAL-MASK
2025-10-29 12:59:44.696388  UTC,KEY,[MASKED],6,,False,MANUAL-MASK
2025-10-29 12:59:44.803889  UTC,KEY,[MASKED],r,,False,MANUAL-MASK
2025-10-29 12:59:44.907025  UTC,KEY,[MASKED],7,,False,MANUAL-MASK
2025-10-29 12:59:44.913034  UTC,KEY,[MASKED],6,,False,MANUAL-MASK
2025-10-29 12:59:44.958825  UTC,KEY,[MASKED],o,,False,MANUAL-MASK
2025-10-29 12:59:45.166761  UTC,KEY,[MASKED],o,,False,MANUAL-MASK
2025-10-29 12:59:45.230796  UTC,KEY,[MASKED],i,,False,MANUAL-MASK
2025-10-29 12:59:45.356768  UTC,KEY,[MASKED],y,,False,MANUAL-MASK
2025-10-29 12:59:45.415704  UTC,KEY,[MASKED],8,,False,MANUAL-MASK
2025-10-29 12:59:45.420749  UTC,KEY,[MASKED],9,,False,MANUAL-MASK
2025-10-29 12:59:45.592547  UTC,KEY,[MASKED],6,,False,MANUAL-MASK
2025-10-29 12:59:45.641602  UTC,KEY,[MASKED],8,,False,MANUAL-MASK
2025-10-29 12:59:45.682475  UTC,KEY,[MASKED],6,,False,MANUAL-MASK
2025-10-29 12:59:46.037506  UTC,KEY,[MASKED],v,,False,MANUAL-MASK
2025-10-29 12:59:46.103838  UTC,KEY,[MASKED],k,,False,MANUAL-MASK
2025-10-29 12:59:46.142400  UTC,KEY,[MASKED],u,,False,MANUAL-MASK
2025-10-29 12:59:46.161887  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:46.374854  UTC,KEY,[MASKED],u,,False,MANUAL-MASK
2025-10-29 12:59:46.389378  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:46.502080  UTC,KEY,[MASKED],e,,False,MANUAL-MASK
2025-10-29 12:59:46.625955  UTC,KEY,[MASKED],4,,False,MANUAL-MASK
2025-10-29 12:59:46.660188  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:46.833763  UTC,KEY,[MASKED],i,,False,MANUAL-MASK
2025-10-29 12:59:47.288900  UTC,KEY,Return,Return,,False,
2025-10-29 12:59:47.431923  UTC,KEY,Return,Return,,False,
2025-10-29 12:59:47.572672  UTC,KEY,Return,Return,,False,
2025-10-29 12:59:47.830862  UTC,KEY,[MASKED],o,,False,MANUAL-MASK
2025-10-29 12:59:47.910100  UTC,KEY,[MASKED],h,,False,MANUAL-MASK
2025-10-29 12:59:48.048736  UTC,KEY,[MASKED],7,,False,MANUAL-MASK
2025-10-29 12:59:48.153421  UTC,KEY,[MASKED],y,,False,MANUAL-MASK
2025-10-29 12:59:48.201969  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:48.492173  UTC,KEY,Return,Return,,False,
2025-10-29 12:59:48.696001  UTC,KEY,Return,Return,,False,
2025-10-29 12:59:49.043294  UTC,KEY,[MASKED],g,,False,MANUAL-MASK
2025-10-29 12:59:49.057846  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:49.128155  UTC,KEY,[MASKED],i,,False,MANUAL-MASK
2025-10-29 12:59:49.147248  UTC,KEY,[MASKED],7,,False,MANUAL-MASK
2025-10-29 12:59:49.256225  UTC,KEY,[MASKED],y,,False,MANUAL-MASK
2025-10-29 12:59:49.276244  UTC,KEY,[MASKED],space,,False,MANUAL-MASK
2025-10-29 12:59:53.927466  UTC,KEY, ,space, ,True,
2025-10-29 12:59:54.110011  UTC,KEY,i,i,i,True,
2025-10-29 12:59:54.214181  UTC,KEY,t,t,t,True,
2025-10-29 12:59:54.318164  UTC,KEY,t,t,t,True,
2025-10-29 12:59:54.347668  UTC,KEY,p,p,p,True,
2025-10-29 12:59:54.501473  UTC,KEY,t,t,t,True,
2025-10-29 12:59:54.799058  UTC,KEY,Return,Return,,False,
2025-10-29 12:59:55.239802  UTC,KEY, ,space, ,True,
2025-10-29 12:59:55.259258  UTC,KEY,y,y,y,True,
2025-10-29 12:59:55.495335  UTC,KEY,y,y,y,True,
2025-10-29 12:59:55.544554  UTC,KEY, ,space, ,True,
2025-10-29 12:59:55.625902  UTC,KEY,8,8,8,True,
2025-10-29 12:59:55.732025  UTC,KEY,y,y,y,True,
2025-10-29 12:59:56.014942  UTC,KEY,Return,Return,,False,
2025-10-29 12:59:56.397137  UTC,KEY,7,7,7,True,
2025-10-29 12:59:56.655701  UTC,KEY,6,6,6,True,
2025-10-29 12:59:56.765730  UTC,KEY,5,5,5,True,
2025-10-29 12:59:56.905724  UTC,KEY,6,6,6,True,
2025-10-29 12:59:57.156242  UTC,KEY,7,7,7,True,
2025-10-29 12:59:57.163339  UTC,KEY,6,6,6,True,
2025-10-29 12:59:57.280442  UTC,KEY,5,5,5,True,
2025-10-29 12:59:57.406154  UTC,KEY,7,7,7,True,
2025-10-29 12:59:57.412275  UTC,KEY,6,6,6,True,
2025-10-29 12:59:57.600205  UTC,KEY, ,space, ,True,
2025-10-29 12:59:57.743978  UTC,KEY,y,y,y,True,
2025-10-29 12:59:57.857816  UTC,KEY,g,g,g,True,
2025-10-29 12:59:57.932112  UTC,KEY,u,u,u,True,
2025-10-29 12:59:57.965778  UTC,KEY,y,y,y,True,
2025-10-29 12:59:58.353210  UTC,KEY,i,i,i,True,
2025-10-29 12:59:58.399397  UTC,KEY,r,r,r,True,
2025-10-29 12:59:58.420230  UTC,KEY,y,y,y,True,
2025-10-29 12:59:58.465001  UTC,KEY,t,t,t,True,
2025-10-29 12:59:58.504830  UTC,KEY,d,d,d,True,
2025-10-29 12:59:58.831435  UTC,KEY,c,c,c,True,
2025-10-29 12:59:58.906304  UTC,KEY,8,8,8,True,
2025-10-29 12:59:58.982913  UTC,KEY,5,5,5,True,
2025-10-29 12:59:59.147710  UTC,KEY,r,r,r,True,
2025-10-29 12:59:59.702039  UTC,KEY,Return,Return,,False,
2025-10-29 13:00:03.433752  UTC,KEY,j,j,j,True,
2025-10-29 13:00:03.487837  UTC,KEY,h,h,h,True,
2025-10-29 13:00:03.707174  UTC,KEY,o,o,o,True,
2025-10-29 13:00:03.820322  UTC,KEY, ,space, ,True,
2025-10-29 13:00:03.933162  UTC,KEY,y,y,y,True,
2025-10-29 13:00:04.086171  UTC,KEY,8,8,8,True,
2025-10-29 13:00:04.201165  UTC,KEY,8,8,8,True,
2025-10-29 13:00:04.228601  UTC,KEY,y,y,y,True,
2025-10-29 13:00:04.266660  UTC,KEY, ,space, ,True,
2025-10-29 13:00:04.421196  UTC,KEY, ,space, ,True,
2025-10-29 13:00:04.612661  UTC,KEY,Return,Return,,False,
2025-10-29 13:00:05.070330  UTC,KEY,i,i,i,True,
2025-10-29 13:00:05.154031  UTC,KEY,b,b,b,True,
2025-10-29 13:00:05.159032  UTC,KEY,y,y,y,True,
2025-10-29 13:00:05.287932  UTC,KEY,8,8,8,True,
2025-10-29 13:00:05.366249  UTC,KEY,7,7,7,True,
2025-10-29 13:00:05.524110  UTC,KEY,t,t,t,True,
2025-10-29 13:00:05.624337  UTC,KEY,7,7,7,True,
2025-10-29 13:00:05.629339  UTC,KEY,v,v,v,True,
2025-10-29 13:00:05.740589  UTC,KEY,5,5,5,True,
2025-10-29 13:00:05.771465  UTC,KEY,r,r,r,True,
2025-10-29 13:00:05.880040  UTC,KEY,6,6,6,True,
2025-10-29 13:00:06.004450  UTC,KEY,3,3,3,True,
2025-10-29 13:00:06.045707  UTC,KEY,e,e,e,True,
2025-10-29 13:00:06.132968  UTC,KEY,5,5,5,True,
2025-10-29 13:00:06.268511  UTC,KEY,w,w,w,True,
2025-10-29 13:00:06.425386  UTC,KEY,4,4,4,True,
2025-10-29 13:00:06.430381  UTC,KEY,3,3,3,True,
2025-10-29 13:00:06.552293  UTC,KEY,w,w,w,True,
2025-10-29 13:00:06.660931  UTC,KEY,5,5,5,True,
2025-10-29 13:00:06.691490  UTC,KEY,Alt_L,Alt_L,,False,
2025-10-29 13:00:06.847298  UTC,KEY,e,e,e,True,
2025-10-29 13:00:06.930969  UTC,KEY,6,6,6,True,
2025-10-29 13:00:07.004593  UTC,KEY,5,5,5,True,
2025-10-29 13:00:07.009685  UTC,KEY,4,4,4,True,
2025-10-29 13:00:07.103299  UTC,KEY, ,space, ,True,
2025-10-29 13:00:07.106432  UTC,KEY,r,r,r,True,
2025-10-29 13:00:07.109589  UTC,KEY,e,e,e,True,
2025-10-29 13:00:07.211268  UTC,KEY,7,7,7,True,
2025-10-29 13:00:07.218623  UTC,KEY,6,6,6,True,
2025-10-29 13:00:07.394322  UTC,KEY, ,space, ,True,
2025-10-29 13:00:07.459420  UTC,KEY,7,7,7,True,
2025-10-29 13:00:07.657250  UTC,KEY, ,space, ,True,
2025-10-29 13:00:07.796205  UTC,KEY,u,u,u,True,
2025-10-29 13:00:07.914330  UTC,KEY,8,8,8,True,
2025-10-29 13:00:08.045198  UTC,KEY,7,7,7,True,
2025-10-29 13:00:08.052335  UTC,KEY,y,y,y,True,
2025-10-29 13:00:08.203549  UTC,KEY,b,b,b,True,
2025-10-29 13:00:08.209537  UTC,KEY, ,space, ,True,
2025-10-29 13:00:08.279652  UTC,KEY,6,6,6,True,
2025-10-29 13:00:08.447209  UTC,KEY, ,space, ,True,
2025-10-29 13:00:08.665339  UTC,KEY,Return,Return,,False,
